episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS,original_reward
35,7045.109715284712,223.79999999999998,100.58495254745253,449.8000000000001,400.0,2285.0,119,89.6078431372549,698.3913043478261,8,8,100.0,2786.0666666666666,33,48,71,1174.1849525474527
36,8625.336550406115,208.00000000000003,97.75609173435261,421.79999999999995,710.0,2116.0,202,82.98039215686275,722.8260869565217,15,15,100.0,3527.266666666667,34,56,71,1437.5560917343525
37,7205.1545454545485,218.5999999999999,91.6590909090909,440.5999999999999,450.0,2220.0,70,87.05882352941177,710.0869565217391,10,10,100.0,3023.0666666666666,35,53,71,1200.8590909090908
38,6532.714285714283,213.10000000000002,90.68571428571428,434.9999999999999,350.0,2178.0,63,85.41176470588235,724.0434782608696,7,7,100.0,2637.4666666666667,36,40,71,1088.7857142857147
39,7045.203896103896,223.39999999999992,72.60064935064935,448.1999999999999,430.0,2271.0,115,89.05882352941177,686.8695652173913,9,9,100.0,2963.733333333333,37,37,71,1174.200649350649
40,7830.6288770053525,219.60000000000002,91.10481283422459,444.40000000000003,550.0,2232.0,59,87.52941176470588,686.7391304347826,11,11,100.0,2845.3333333333335,38,50,71,1305.104812834224
41,7087.5900520532105,219.49999999999991,66.96500867553499,444.79999999999967,450.0,2231.0,8,87.49019607843137,689.3913043478261,9,9,100.0,2786.0666666666666,39,54,71,1181.2650086755343
42,7144.626923076923,221.10000000000005,76.47115384615384,443.1999999999998,450.0,2247.0,146,88.11764705882354,701.5217391304348,9,9,100.0,2845.2,40,53,71,1190.771153846154
43,7102.309780219777,212.70000000000005,88.8182967032967,432.2000000000002,450.0,2174.0,140,85.25490196078431,693.8695652173913,9,9,100.0,2667.0666666666666,41,53,71,1183.7182967032968
44,7176.77142857143,208.60000000000002,112.32857142857142,425.20000000000005,450.0,2122.0,209,83.2156862745098,713.695652173913,9,9,100.0,2696.733333333333,42,45,71,1196.1285714285714
45,6742.800000000002,202.09999999999997,102.5,419.1999999999998,400.0,2060.0,210,80.7843137254902,721.2608695652174,8,8,100.0,2874.866666666667,43,40,71,1123.8000000000002
46,7765.371428571429,204.3,81.52857142857144,418.39999999999986,590.0,2090.0,308,81.96078431372548,677.9130434782609,13,13,100.0,3586.866666666667,44,50,71,1294.228571428571
47,7380.3,210.70000000000002,89.75,429.6,500.0,2143.0,366,84.0392156862745,628.8260869565217,10,10,100.0,2845.3333333333335,45,55,71,1230.0499999999997
48,7670.347058823537,218.70000000000002,78.29117647058823,441.4000000000002,540.0,2234.0,121,87.6078431372549,683.9130434782609,12,12,100.0,3675.866666666667,46,51,71,1278.3911764705879
49,7753.104545454549,217.69999999999993,86.2840909090909,438.1999999999999,550.0,2211.0,169,86.70588235294117,676.0,11,11,100.0,2845.3333333333335,47,43,71,1292.1840909090902
50,6661.800000000001,208.09999999999997,79.8,422.3999999999999,400.0,2117.0,272,83.01960784313725,675.9130434782609,8,8,100.0,2786.0666666666666,48,42,71,1110.3
