episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS
20,1131.9142857142856,214.20000000000005,86.91428571428571,430.8,400.0,2180.0,179,85.49019607843137,680.9130434782609,9,9,100.0,3260.9333333333334,19,59,71
21,1374.0961538461536,216.60000000000008,71.09615384615384,436.4,650.0,2202.0,179,86.3529411764706,682.5652173913044,15,15,100.0,3972.733333333333,20,58,71
22,1190.8685064935057,219.39999999999995,81.86850649350647,439.5999999999999,450.0,2230.0,216,87.45098039215686,638.9565217391304,9,9,100.0,2934.4666666666667,21,60,71
23,1068.314705882353,223.19999999999993,58.31470588235294,446.7999999999999,340.0,2269.0,210,88.98039215686275,669.9565217391304,11,11,100.0,4447.333333333333,22,66,71
24,1152.8840909090907,215.69999999999993,81.7840909090909,435.4,420.0,2204.0,234,86.4313725490196,669.3478260869565,10,10,100.0,3290.2,23,60,71
25,1321.9392857142855,223.69999999999993,79.83928571428571,448.4,570.0,2273.0,235,89.13725490196079,679.4347826086956,15,15,100.0,4951.666666666667,24,59,71
26,1218.1727272727271,217.10000000000002,85.27272727272728,435.7999999999999,480.0,2205.0,315,86.47058823529412,629.9565217391304,15,15,100.0,5130.0,25,59,71
27,1145.4852272727271,219.89999999999992,82.98522727272727,442.59999999999997,400.0,2235.0,296,87.6470588235294,668.3913043478261,9,9,100.0,3201.5333333333333,26,57,71
28,1154.1064935064937,210.3,82.40649350649349,421.40000000000003,440.0,2139.0,276,83.88235294117648,666.1304347826087,10,10,100.0,3231.2,27,64,71
29,1173.6666666666663,225.89999999999995,76.16666666666667,451.5999999999999,420.0,2293.0,159,89.92156862745098,634.3478260869565,10,10,100.0,3379.3333333333335,28,58,71
30,1400.6590909090912,218.3,66.5590909090909,435.79999999999995,680.0,2219.0,248,87.01960784313727,638.7826086956521,15,15,100.0,3705.5333333333333,29,58,71
31,1109.3190918472653,212.70000000000002,85.81909184726521,430.80000000000007,380.0,2174.0,190,85.25490196078431,674.2173913043479,9,9,100.0,3320.0666666666666,30,57,71
32,1276.0977644904117,219.70000000000002,77.99776449041156,438.3999999999999,540.0,2233.0,171,87.5686274509804,654.9130434782609,14,14,100.0,4446.866666666667,31,57,71
33,1325.6636363636358,218.49999999999991,67.16363636363636,439.9999999999999,600.0,2230.0,310,87.45098039215686,646.4347826086956,13,13,100.0,3586.733333333333,32,64,71
34,1381.5285714285715,221.10000000000005,38.22857142857143,442.2,680.0,2247.0,504,88.11764705882354,553.2173913043479,15,15,100.0,3705.5333333333333,33,50,71
35,1099.0,225.9,41.5,451.6,380.0,2295.0,534,90.0,534.3913043478261,9,9,100.0,3260.6,34,38,71
36,1232.402922077922,212.19999999999996,58.20292207792208,432.0,530.0,2169.0,495,85.05882352941177,604.9565217391304,12,12,100.0,3260.733333333333,35,50,71
37,1186.3499999999997,222.4,56.75,447.19999999999993,460.0,2271.0,513,89.05882352941177,553.7826086956521,10,10,100.0,3557.2,36,40,71
