episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS,original_reward
17,8087.4,216.19999999999993,88.5,433.19999999999993,610.0,2198.0,322,86.19607843137254,623.9130434782609,15,15,100.0,4417.6,15,61,71,1347.9
18,2619.235714285714,215.19999999999993,86.01785714285714,438.3999999999999,570.0,2199.0,320,86.23529411764706,677.3913043478261,12,12,100.0,3438.8,15,66,71,1309.6178571428566
19,7202.982442557446,211.3,94.19707375957375,424.99999999999994,470.0,2149.0,150,84.27450980392157,684.3478260869565,15,15,100.0,5724.266666666666,16,54,71,1200.4970737595736
20,6819.389901275197,218.09999999999997,99.46498354586589,438.9999999999999,380.0,2228.0,152,87.37254901960785,659.4347826086956,9,9,100.0,3319.9333333333334,17,51,71,1136.5649835458653
21,7802.203518153675,214.59999999999994,93.56725302561216,432.2000000000001,560.0,2182.0,225,85.5686274509804,687.4347826086956,15,15,100.0,4773.8,18,50,71,1300.367253025612
22,7291.221428571431,209.79999999999995,83.60357142857143,421.80000000000007,500.0,2134.0,336,83.68627450980392,620.7391304347826,15,15,100.0,5812.2,19,54,71,1215.203571428571
23,7943.400000000003,214.30000000000007,94.0,435.6000000000001,580.0,2190.0,303,85.88235294117646,645.9565217391304,15,15,100.0,4595.866666666667,20,39,71,1323.899999999999
24,7792.950000000005,217.59999999999997,102.425,438.7999999999998,540.0,2212.0,123,86.74509803921569,689.5217391304348,15,15,100.0,5040.8,21,42,71,1298.8249999999994
25,7647.773076923076,215.80000000000004,91.02884615384616,437.79999999999995,530.0,2205.0,194,86.47058823529412,714.1304347826087,14,14,100.0,4417.8,22,33,71,1274.6288461538463
26,6990.853246753247,209.49999999999994,93.04220779220779,422.59999999999997,440.0,2137.0,162,83.80392156862744,697.304347826087,10,10,100.0,3082.5333333333333,23,43,71,1165.1422077922075
27,7350.800000000003,217.1,90.43333333333334,437.5999999999999,480.0,2207.0,154,86.54901960784314,713.2173913043479,14,14,100.0,4981.133333333333,24,48,71,1225.1333333333325
28,7662.9000000000015,218.90000000000003,88.25,440.0000000000001,530.0,2226.0,146,87.29411764705883,688.7826086956521,15,15,100.0,4951.733333333334,25,44,71,1277.1499999999999
29,7233.357792207796,225.4,79.75963203463202,450.4,450.0,2290.0,5,89.80392156862746,661.5652173913044,15,15,100.0,5366.8,26,53,71,1205.5596320346315
30,7800.0,215.59999999999994,72.8,431.59999999999997,580.0,2192.0,337,85.9607843137255,642.9130434782609,15,15,100.0,4803.466666666666,27,57,71,1299.9999999999998
31,6082.800000000002,211.0,58.0,424.79999999999995,320.0,2146.0,393,84.15686274509804,608.5652173913044,9,9,100.0,3824.4,28,62,71,1013.8
32,6509.100000000001,215.49999999999997,86.75,432.60000000000014,350.0,2191.0,351,85.92156862745098,590.4782608695652,9,9,100.0,3587.0,29,50,71,1084.8500000000001
33,2662.773260073261,223.9,89.08663003663003,448.4,570.0,2278.0,209,89.33333333333333,669.8695652173913,14,14,100.0,3943.0666666666666,29,49,71,1331.3866300366287
34,6442.949999999999,209.60000000000005,59.625,424.6,380.0,2132.0,304,83.6078431372549,663.7826086956521,9,9,100.0,3349.5333333333333,30,58,71,1073.825
35,2164.35,219.39999999999998,60.375,442.3999999999999,360.0,2228.0,342,87.37254901960785,623.3913043478261,9,9,100.0,3527.733333333333,30,59,71,1082.175
36,7297.600000000001,208.99999999999994,75.66666666666667,421.6000000000001,510.0,2126.0,452,83.37254901960785,628.1739130434783,15,15,100.0,5010.8,31,58,71,1216.2666666666662
37,7529.7,213.70000000000002,67.25,433.99999999999994,540.0,2184.0,313,85.6470588235294,656.4347826086956,15,15,100.0,4862.333333333333,32,57,71,1254.9499999999998
38,6330.600000000003,210.09999999999997,63.6,431.3999999999998,350.0,2148.0,404,84.23529411764706,646.7391304347826,7,7,100.0,2667.133333333333,33,56,71,1055.0999999999995
39,6811.500000000003,215.09999999999994,75.75,434.39999999999986,410.0,2187.0,239,85.76470588235294,660.9130434782609,10,10,100.0,3438.5333333333333,34,52,71,1135.2499999999998
40,7847.4,220.10000000000002,85.6,442.19999999999993,560.0,2237.0,168,87.72549019607843,660.0869565217391,15,15,100.0,4981.133333333333,35,46,71,1307.9000000000003
41,7039.168421052632,216.70000000000002,69.89473684210526,436.6,450.0,2203.0,93,86.3921568627451,683.4782608695652,9,9,100.0,2786.0666666666666,36,38,71,1173.194736842105
42,2284.7999999999975,219.9,79.5,443.0000000000001,400.0,2246.0,219,88.07843137254902,679.1739130434783,8,8,100.0,2726.3333333333335,36,44,71,1142.3999999999999
43,8291.85,217.4,89.375,435.19999999999993,640.0,2210.0,223,86.66666666666667,673.5217391304348,15,15,100.0,4031.866666666667,37,50,71,1381.9749999999995
44,7113.354545454546,213.29999999999995,93.6590909090909,428.59999999999985,450.0,2169.0,251,85.05882352941177,694.5652173913044,9,9,100.0,2667.0666666666666,38,41,71,1185.5590909090909
45,2619.799999999999,210.69999999999996,102.0,427.2000000000001,570.0,2153.0,394,84.43137254901961,629.5652173913044,12,12,100.0,3557.3333333333335,38,43,71,1309.8999999999996
46,7912.7249999999985,205.69999999999996,95.6875,417.3999999999999,600.0,2091.0,172,82.0,709.695652173913,12,12,100.0,2875.0666666666666,39,41,71,1318.7875000000006
47,7506.7526708585565,216.6,99.9254451430922,434.6,500.0,2202.0,136,86.3529411764706,687.695652173913,10,10,100.0,2845.3333333333335,40,46,71,1251.1254451430918
48,6372.171428571427,214.6,77.42857142857143,429.99999999999994,340.0,2182.0,275,85.5686274509804,625.2608695652174,7,7,100.0,3052.8,41,50,71,1062.0285714285712
49,7285.600000000004,208.3,80.16666666666667,425.79999999999984,500.0,2130.0,269,83.52941176470588,660.7826086956521,10,10,100.0,2726.4,42,47,71,1214.2666666666667
50,7852.472727272728,214.50000000000006,100.04545454545455,434.2,560.0,2181.0,11,85.52941176470588,708.0434782608696,12,12,100.0,3557.3333333333335,43,44,71,1308.7454545454548
