episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS
25,1258.928571428571,218.80000000000004,108.92857142857143,441.19999999999976,490.0,2224.0,221,87.2156862745098,690.0869565217391,12,12,100.0,3705.6666666666665,20,54,71
26,1190.7758403361343,213.99999999999994,105.57584033613445,431.2,440.0,2176.0,176,85.33333333333334,694.1304347826087,10,10,100.0,3082.5333333333333,21,47,71
27,1131.4448240165632,214.79999999999995,114.24482401656314,432.4000000000001,370.0,2184.0,137,85.6470588235294,718.7391304347826,9,9,100.0,3290.5333333333333,22,39,71
28,1153.2083333333326,209.6000000000001,106.00833333333333,427.59999999999997,410.0,2132.0,178,83.6078431372549,694.0,10,10,100.0,3320.133333333333,22,49,71
29,1282.2785714285708,221.5999999999999,98.07857142857142,442.59999999999985,520.0,2250.0,147,88.23529411764706,644.8695652173913,15,15,100.0,4981.8,23,47,71
30,1376.0097902097907,210.8,99.0097902097902,426.20000000000016,640.0,2144.0,169,84.07843137254902,704.6086956521739,15,15,100.0,4031.866666666667,24,56,71
31,1338.5750000000003,213.50000000000006,91.875,433.19999999999993,600.0,2171.0,115,85.13725490196077,696.3478260869565,15,15,100.0,4477.066666666667,25,54,71
32,1343.274025974026,215.09999999999994,105.97402597402598,432.20000000000005,590.0,2187.0,141,85.76470588235294,688.7826086956521,15,15,100.0,4358.533333333334,26,52,71
33,1290.1899350649346,223.8999999999999,97.88993506493506,448.3999999999999,520.0,2275.0,131,89.2156862745098,690.5652173913044,12,12,100.0,3349.733333333333,27,48,71
34,1151.2289473684211,210.50000000000014,84.92894736842103,425.80000000000007,430.0,2141.0,162,83.96078431372548,687.3913043478261,9,9,100.0,2904.5333333333333,28,45,71
35,1170.1455054749174,224.29999999999998,117.84550547491723,447.99999999999994,380.0,2279.0,19,89.37254901960785,696.1304347826087,9,9,100.0,3231.2,29,57,71
36,1367.0226190476187,204.89999999999992,106.52261904761903,415.5999999999999,640.0,2085.0,243,81.76470588235294,716.2173913043479,15,15,100.0,3972.3333333333335,30,48,71
37,1170.4499999999994,210.99999999999997,88.25,431.20000000000005,440.0,2146.0,224,84.15686274509804,692.0869565217391,10,10,100.0,3082.5333333333333,31,50,71
38,1144.1000000000001,220.00000000000003,113.5,440.59999999999985,370.0,2236.0,105,87.68627450980392,709.4782608695652,9,9,100.0,3319.9333333333334,32,52,71
39,1235.7026483320597,218.69999999999996,105.6026483320601,441.39999999999986,470.0,2223.0,146,87.17647058823529,688.0,15,15,100.0,5426.533333333334,32,47,71
40,1238.4461538461535,219.8,106.84615384615384,441.8000000000001,470.0,2234.0,41,87.6078431372549,679.6521739130435,11,11,100.0,3320.0,33,45,71
41,1235.314705882353,213.7999999999999,99.51470588235294,432.0,490.0,2172.0,107,85.1764705882353,680.9565217391304,15,15,100.0,5248.533333333334,34,52,71
42,1139.6113636363639,220.19999999999996,85.61136363636363,443.79999999999995,390.0,2238.0,192,87.76470588235294,681.5652173913044,10,10,100.0,3557.133333333333,35,52,71
43,1186.3626728110598,210.3,104.4626728110599,421.6,450.0,2139.0,60,83.88235294117648,703.8260869565217,9,9,100.0,2667.0666666666666,36,36,71
44,1132.4431857358325,210.20000000000002,116.84318573583279,425.4000000000001,380.0,2138.0,101,83.84313725490196,718.6521739130435,9,9,100.0,3082.5333333333333,37,33,71
45,1147.7749999999992,211.6999999999999,107.875,428.2,400.0,2153.0,122,84.43137254901961,713.6521739130435,10,10,100.0,3587.0,38,24,71
46,1342.3090909090906,211.2,103.9090909090909,427.2,600.0,2148.0,48,84.23529411764706,706.7826086956521,12,12,100.0,2875.0666666666666,39,34,71
47,1252.384414550966,217.89999999999998,97.88441455096627,436.5999999999999,500.0,2215.0,10,86.86274509803921,695.6086956521739,10,10,100.0,2845.3333333333335,40,21,71
48,1160.6301764025452,218.39999999999992,84.43017640254482,437.79999999999995,420.0,2220.0,60,87.05882352941177,681.0,9,9,100.0,3290.266666666667,41,39,71
49,1262.6838161838157,220.59999999999994,99.68381618381618,442.40000000000003,500.0,2242.0,78,87.92156862745098,689.9565217391304,10,10,100.0,2726.4,42,53,71
50,1069.231578947369,214.00000000000003,73.63157894736841,431.6000000000001,350.0,2176.0,101,85.33333333333334,701.304347826087,8,8,100.0,3082.4666666666667,43,31,71
