episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS,original_reward
35,7393.899999999998,224.50000000000003,88.81666666666666,448.9999999999999,470.0,2281.0,133,89.45098039215686,681.6086956521739,11,11,100.0,3527.866666666667,31,55,71,1232.3166666666673
36,7731.089610389612,211.29999999999998,81.81493506493506,425.40000000000003,570.0,2149.0,235,84.27450980392157,699.5652173913044,14,14,100.0,4061.4666666666667,32,61,71,1288.514935064935
37,7814.100000000003,215.9,82.25,434.1999999999999,570.0,2195.0,254,86.07843137254902,675.4347826086956,13,13,100.0,3586.5333333333333,33,51,71,1302.3500000000001
38,6555.847058823533,216.49999999999997,100.94117647058823,435.1999999999999,340.0,2201.0,208,86.31372549019608,689.1739130434783,9,9,100.0,3646.133333333333,34,47,71,1092.641176470588
39,7309.404784688999,214.70000000000002,102.13413078149921,431.39999999999986,470.0,2183.0,104,85.6078431372549,688.7826086956521,12,12,100.0,4298.8,35,47,71,1218.2341307814986
40,2672.933333333333,220.29999999999995,94.16666666666667,442.00000000000006,580.0,2239.0,104,87.80392156862746,667.1304347826087,15,15,100.0,4536.333333333333,35,53,71,1336.4666666666665
41,8212.49663865546,220.19999999999993,84.34943977591037,444.1999999999999,620.0,2238.0,131,87.76470588235294,658.7826086956521,14,14,100.0,4061.4666666666667,36,55,71,1368.74943977591
42,7383.709090909089,211.89999999999998,86.51818181818183,432.20000000000005,500.0,2155.0,164,84.50980392156863,689.695652173913,14,14,100.0,4743.533333333334,37,46,71,1230.6181818181824
43,7976.319909502264,217.00000000000009,97.9866515837104,434.40000000000003,580.0,2206.0,146,86.50980392156863,685.4782608695652,12,12,100.0,3408.9333333333334,38,49,71,1329.38665158371
44,8018.085714285712,212.20000000000002,97.14761904761906,427.00000000000006,600.0,2158.0,227,84.62745098039215,697.0869565217391,15,15,100.0,4417.933333333333,39,52,71,1336.3476190476194
45,8315.047975708503,213.90000000000003,109.54132928475033,432.40000000000003,630.0,2184.0,139,85.6470588235294,700.6086956521739,14,14,100.0,4031.8,40,46,71,1385.8413292847504
46,8689.048351648353,209.4000000000001,109.97472527472527,428.80000000000007,700.0,2130.0,89,83.52941176470588,718.7826086956521,15,15,100.0,3527.4666666666667,41,53,71,1448.1747252747248
47,7940.757692307694,215.99999999999997,99.25961538461539,438.19999999999993,570.0,2196.0,149,86.11764705882354,688.9130434782609,15,15,100.0,4773.866666666667,42,39,71,1323.4596153846148
48,6918.2063348416295,217.59999999999994,66.43438914027149,438.9999999999999,430.0,2223.0,53,87.17647058823529,684.7391304347826,9,9,100.0,3201.0666666666666,43,54,71,1153.0343891402715
49,7948.099999999999,219.29999999999998,84.58333333333334,440.8,580.0,2229.0,316,87.41176470588236,631.8695652173913,15,15,100.0,4684.666666666667,44,45,71,1324.6833333333332
50,7406.100000000003,207.20000000000002,57.75,419.40000000000015,550.0,2108.0,543,82.66666666666667,578.7826086956521,15,15,100.0,5130.066666666667,45,45,71,1234.3499999999995
51,7336.499999999998,210.00000000000009,73.75,429.0,510.0,2136.0,487,83.76470588235294,642.9565217391304,14,14,100.0,4833.0,46,46,71,1222.75
52,7685.61428571429,210.19999999999993,72.73571428571428,428.00000000000006,570.0,2138.0,472,83.84313725490196,620.0,15,15,100.0,5367.266666666666,47,39,71,1280.9357142857136
53,8234.400000000003,217.19999999999996,69.0,436.1999999999998,650.0,2208.0,464,86.58823529411764,587.3478260869565,14,14,100.0,3527.4666666666667,48,53,71,1372.3999999999992
54,7714.799999999999,208.20000000000002,88.0,419.6,570.0,2116.0,455,82.98039215686275,621.6086956521739,15,15,100.0,5367.2,49,49,71,1285.8
55,8034.208695652173,212.50000000000003,116.73478260869565,429.8,580.0,2161.0,114,84.74509803921568,707.8695652173913,15,15,100.0,4684.666666666667,50,50,71,1339.034782608696
56,7543.228337019023,217.2,90.804722836503,439.19999999999976,510.0,2208.0,100,86.58823529411764,691.9130434782609,12,12,100.0,3557.4666666666667,51,38,71,1257.2047228365027
57,8328.77062643239,208.6,98.72843773873186,420.7999999999999,660.0,2122.0,167,83.2156862745098,716.2173913043479,15,15,100.0,3972.733333333333,52,49,71,1388.1284377387324
58,2708.8000000000006,216.20000000000002,62.0,436.19999999999993,640.0,2198.0,130,86.19607843137254,639.695652173913,15,15,100.0,4269.4,52,54,71,1354.4000000000003
59,7684.519780219783,215.7,82.25329670329671,432.7999999999999,550.0,2193.0,246,86.0,652.695652173913,15,15,100.0,4921.933333333333,53,48,71,1280.7532967032973
60,8173.885714285715,218.79999999999993,87.71428571428572,435.79999999999995,620.0,2222.0,188,87.13725490196079,670.3478260869565,15,15,100.0,4120.933333333333,54,45,71,1362.314285714285
61,8144.699999999999,203.50000000000006,76.35,417.59999999999985,660.0,2071.0,500,81.2156862745098,661.5217391304348,15,15,100.0,3794.6666666666665,55,57,71,1357.4500000000005
62,7507.800000000001,214.1000000000001,76.0,431.2,530.0,2175.0,297,85.29411764705883,642.0434782608696,15,15,100.0,5277.8,56,46,71,1251.3000000000006
63,6898.799999999999,218.20000000000002,54.0,437.6000000000001,440.0,2218.0,403,86.98039215686273,635.9130434782609,14,14,100.0,5249.533333333334,57,54,71,1149.7999999999995
64,7447.949999999999,221.49999999999986,56.625,443.19999999999993,520.0,2251.0,500,88.27450980392156,552.6086956521739,15,15,100.0,5070.466666666666,58,42,71,1241.3250000000003
65,2317.4000000000005,217.89999999999998,54.0,436.79999999999995,450.0,2215.0,563,86.86274509803921,550.304347826087,9,9,100.0,2815.6666666666665,58,49,71,1158.7
66,6914.485714285713,211.49999999999994,83.71428571428572,427.2000000000001,430.0,2151.0,484,84.35294117647058,583.9130434782609,10,10,100.0,3141.6,59,57,71,1152.4142857142858
67,7712.304545454549,211.19999999999993,77.7840909090909,426.4,570.0,2148.0,375,84.23529411764706,640.1739130434783,12,12,100.0,3290.0666666666666,60,50,71,1285.3840909090898
68,7670.379411764705,210.69999999999993,83.296568627451,424.3999999999999,560.0,2143.0,289,84.0392156862745,700.8260869565217,12,12,100.0,3497.8,61,38,71,1278.3965686274514
69,8344.676923076924,216.29999999999993,79.47948717948718,435.0,660.0,2199.0,204,86.23529411764706,677.0434782608696,15,15,100.0,4269.066666666667,62,46,71,1390.7794871794863
70,7316.700000000001,220.6,97.25,441.6,460.0,2242.0,256,87.92156862745098,670.9565217391304,15,15,100.0,5367.066666666667,63,49,71,1219.45
71,7958.336014094799,217.60000000000002,100.98933568246635,437.80000000000007,570.0,2212.0,151,86.74509803921569,706.6521739130435,14,14,100.0,4269.133333333333,64,35,71,1326.3893356824663
72,8705.571428571428,219.9,98.42857142857143,442.60000000000014,690.0,2235.0,174,87.6470588235294,652.3913043478261,15,15,100.0,3972.3333333333335,65,47,71,1450.928571428571
73,7507.200000000003,214.7999999999999,88.0,428.39999999999986,520.0,2184.0,106,85.6470588235294,664.4782608695652,15,15,100.0,5307.6,66,39,71,1251.1999999999996
74,7921.800000000002,216.39999999999995,100.5,433.3999999999999,570.0,2198.0,268,86.19607843137254,673.0869565217391,15,15,100.0,4744.066666666667,67,41,71,1320.2999999999995
75,7473.5142857142855,207.4000000000001,94.58571428571429,423.60000000000014,520.0,2110.0,276,82.74509803921568,695.0434782608696,15,15,100.0,5159.266666666666,68,44,71,1245.5857142857142
76,7896.750000000003,214.89999999999992,96.625,434.5999999999998,570.0,2185.0,263,85.68627450980392,652.4782608695652,15,15,100.0,4892.466666666666,69,37,71,1316.1249999999995
77,8177.400000000005,229.8999999999999,44.0,458.99999999999983,630.0,2335.0,0,91.56862745098039,620.6086956521739,13,13,100.0,3408.9333333333334,70,22,71,1362.8999999999987
78,8056.500000000003,219.4,100.75,442.6,580.0,2230.0,33,87.45098039215686,678.8695652173913,15,15,100.0,4803.733333333334,71,38,71,1342.7499999999993
79,8545.602484472054,215.40000000000006,112.26708074534162,436.6000000000002,660.0,2190.0,132,85.88235294117646,678.2608695652174,15,15,100.0,4239.666666666667,72,23,71,1424.2670807453414
80,7054.371428571427,219.90000000000003,76.42857142857143,439.4000000000001,440.0,2235.0,34,87.6470588235294,692.8260869565217,11,11,100.0,3853.5333333333333,73,25,71,1175.7285714285717
81,7804.799999999998,210.80000000000007,68.0,432.0000000000001,590.0,2155.0,89,84.50980392156863,731.6086956521739,14,14,100.0,4298.933333333333,74,38,71,1300.8
82,2697.771428571427,226.4,108.28571428571429,454.20000000000005,560.0,2300.0,106,90.19607843137256,663.9130434782609,13,13,100.0,3972.866666666667,74,57,71,1348.8857142857134
83,7539.7483516483535,218.00000000000009,101.82472527472527,436.8000000000001,500.0,2216.0,78,86.90196078431373,709.4782608695652,10,10,100.0,2696.733333333333,75,37,71,1256.6247252747255
84,7756.371428571432,227.19999999999993,101.52857142857142,453.99999999999983,510.0,2309.0,57,90.54901960784314,683.3478260869565,11,11,100.0,3231.2,76,36,71,1292.7285714285706
85,6649.800000000002,212.19999999999996,102.5,433.59999999999997,360.0,2158.0,138,84.62745098039215,696.6086956521739,9,9,100.0,3497.9333333333334,77,40,71,1108.3
86,7285.000693229238,219.09999999999997,72.66678220487279,442.40000000000026,480.0,2227.0,25,87.33333333333333,720.4347826086956,11,11,100.0,3319.866666666667,78,46,71,1214.166782204872
87,7449.126923076928,220.29999999999995,89.62115384615385,441.59999999999985,490.0,2239.0,74,87.80392156862746,691.8260869565217,13,13,100.0,4536.0,79,21,71,1241.5211538461535
88,7298.976923076924,217.10000000000002,111.19615384615383,438.2,450.0,2207.0,186,86.54901960784314,709.9565217391304,11,11,100.0,3616.266666666667,80,36,71,1216.4961538461537
89,7979.708823529413,226.49999999999994,79.0514705882353,454.3999999999998,570.0,2301.0,1,90.23529411764706,664.7826086956521,12,12,100.0,3142.0,81,17,71,1329.9514705882343
90,7000.664948844263,214.69999999999993,72.0774914740432,430.0,450.0,2183.0,6,85.6078431372549,696.0434782608696,9,9,100.0,2756.266666666667,82,19,71,1166.7774914740428
91,7685.47808491818,214.59999999999997,79.71301415302963,436.60000000000014,550.0,2182.0,28,85.5686274509804,725.5217391304348,12,12,100.0,3171.866666666667,83,28,71,1280.9130141530295
92,7755.97394957983,215.40000000000006,90.86232492997199,436.4000000000001,550.0,2191.0,10,85.92156862745098,709.8695652173913,11,11,100.0,2815.6,84,19,71,1292.662324929972
93,7330.725274725277,211.70000000000002,114.28754578754578,425.80000000000007,470.0,2153.0,92,84.43137254901961,715.3478260869565,10,10,100.0,2874.866666666667,85,21,71,1221.7875457875455
94,7342.592307692307,217.70000000000002,61.66538461538461,444.4000000000001,500.0,2213.0,4,86.7843137254902,698.0869565217391,10,10,100.0,2815.5333333333333,86,12,71,1223.7653846153846
95,7714.626923076928,217.10000000000002,112.47115384615385,436.2,520.0,2207.0,254,86.54901960784314,675.7391304347826,15,15,100.0,5248.2,87,24,71,1285.7711538461529
96,2502.6000000000004,206.90000000000012,64.0,420.3999999999998,560.0,2105.0,361,82.54901960784314,657.7826086956521,12,12,100.0,3586.9333333333334,87,36,71,1251.299999999999
97,6786.6,211.60000000000002,71.5,427.9999999999998,420.0,2152.0,446,84.3921568627451,660.6086956521739,9,9,100.0,2874.866666666667,88,44,71,1131.1000000000001
98,7819.735714285714,214.89999999999998,96.3892857142857,432.00000000000006,560.0,2185.0,219,85.68627450980392,651.2608695652174,12,12,100.0,3557.266666666667,89,41,71,1303.2892857142854
99,7952.2181818181825,205.6,87.96969696969697,421.79999999999984,610.0,2103.0,183,82.47058823529412,710.4347826086956,15,15,100.0,4536.533333333334,90,20,71,1325.369696969697
100,7701.000000000001,210.29999999999998,85.8,427.40000000000015,560.0,2139.0,394,83.88235294117648,624.5652173913044,15,15,100.0,4951.733333333334,91,37,71,1283.4999999999998
