episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS
1,1042.0500000000004,209.3,54.95,427.79999999999984,350.0,2140.0,469,83.92156862745098,623.5652173913044,8,8,100.0,3765.2,0,62,71
2,1117.6892857142855,214.69999999999993,61.589285714285715,431.39999999999986,410.0,2181.0,432,85.52941176470588,593.8695652173913,10,10,100.0,4165.9,0,65,71
3,1144.6381578947364,211.20000000000005,66.63815789473684,426.80000000000007,440.0,2159.0,402,84.66666666666667,598.9565217391304,10,10,100.0,4032.2,0,64,71
4,1146.9368421052627,218.3999999999999,70.73684210526315,437.80000000000007,420.0,2218.0,453,86.98039215686273,627.0,10,10,100.0,4254.7,0,65,71
5,1063.9948051948054,277.5,66.6948051948052,439.8,280.0,2212.0,391,86.74509803921569,596.304347826087,7,7,100.0,3542.7,0,64,71
6,1042.2000000000007,218.2999999999999,94.5,439.3999999999999,290.0,2230.0,354,87.45098039215686,592.0,7,7,100.0,3364.9,0,65,71
7,1044.4904761904763,211.30000000000007,65.39047619047619,427.8000000000001,340.0,2149.0,465,84.27450980392157,634.0,10,10,100.0,4922.0,0,65,71
8,1063.9128205128209,225.59999999999994,67.11282051282052,451.19999999999993,320.0,2292.0,410,89.88235294117646,575.6521739130435,7,7,100.0,3142.6,0,65,71
9,1167.8071428571432,220.80000000000007,72.60714285714286,444.4000000000001,430.0,2255.0,352,88.4313725490196,587.6521739130435,10,10,100.0,4121.2,0,63,71
10,1150.925,207.79999999999998,80.125,422.9999999999999,440.0,2114.0,344,82.90196078431372,667.0,10,10,100.0,3987.9,0,59,71
11,1085.9285714285713,273.9,90.22857142857143,431.8000000000001,290.0,2186.0,319,85.72549019607844,668.2608695652174,7,7,100.0,3364.7,0,47,71
12,1049.3233766233768,216.49999999999997,104.82337662337662,437.9999999999999,290.0,2204.0,172,86.4313725490196,697.6521739130435,7,7,100.0,3453.9,0,41,71
13,1206.9193681318677,217.20000000000002,115.31936813186813,434.4000000000001,440.0,2208.0,57,86.58823529411764,725.1739130434783,10,10,100.0,3809.9,0,30,71
14,1173.3211538461535,228.39999999999992,68.72115384615384,456.19999999999976,420.0,2320.0,73,90.98039215686275,667.2173913043479,10,10,100.0,4032.0,0,41,71
15,1090.4719843085977,223.59999999999994,116.27198430859758,450.5999999999999,300.0,2272.0,21,89.09803921568627,713.3478260869565,7,7,100.0,3276.1,0,38,71
16,1048.5197478991602,212.59999999999997,114.91974789915966,430.9999999999999,290.0,2173.0,90,85.2156862745098,711.1739130434783,7,7,100.0,3365.1,0,35,71
17,1164.8000000000002,214.99999999999997,78.0,431.79999999999995,440.0,2186.0,272,85.72549019607844,688.4782608695652,10,10,100.0,3809.5,0,36,71
18,1057.7947368421048,218.10000000000002,59.89473684210526,439.8,340.0,2228.0,402,87.37254901960785,634.5652173913044,8,8,100.0,3809.7,0,43,71
19,1191.7647058823532,221.00000000000003,88.36470588235294,442.39999999999986,440.0,2246.0,289,88.07843137254902,626.3478260869565,10,10,100.0,3987.9,0,33,71
20,1047.3190476190478,208.90000000000003,86.61904761904762,421.79999999999995,330.0,2125.0,279,83.33333333333334,667.0434782608696,7,7,100.0,3142.4,0,46,71
