episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate
37,851.2079322638145,218.30000000000004,93.30793226381464,219.59999999999997,320.0,2219.0,161,87.01960784313727,708.0,3,31,9.67741935483871
38,1558.1149350649346,218.6,87.31493506493507,222.19999999999993,1030.0,2233.0,121,87.5686274509804,706.8260869565217,7,44,15.909090909090908
39,1059.1000000000001,218.60000000000002,91.0,219.50000000000006,530.0,2222.0,144,87.13725490196079,695.8260869565217,5,52,9.615384615384617
40,1569.4857142857138,223.70000000000005,80.28571428571428,225.49999999999997,1040.0,2271.0,75,89.05882352941177,680.8260869565217,7,43,16.27906976744186
41,523.4247252747255,223.7,85.02472527472527,224.7,-10.0,2273.0,33,89.13725490196079,672.0,1,22,4.545454545454546
42,1088.0,222.00000000000003,92.0,223.99999999999991,550.0,2267.0,95,88.90196078431373,678.1739130434783,4,29,13.793103448275861
43,1593.7954428182752,216.8,86.59544281827564,220.3999999999999,1070.0,2215.0,97,86.86274509803921,697.0,7,40,17.5
44,708.0142857142857,221.09999999999988,104.5142857142857,222.39999999999995,160.0,2256.0,115,88.47058823529412,711.3913043478261,3,47,6.382978723404255
45,652.1,219.29999999999987,102.0,220.79999999999993,110.0,2229.0,118,87.41176470588236,712.0869565217391,2,31,6.451612903225806
46,1375.7,225.1,73.5,227.09999999999994,850.0,2287.0,45,89.68627450980392,680.2608695652174,6,41,14.634146341463413
47,1391.7647832817338,216.29999999999993,98.56478328173375,216.9,860.0,2199.0,193,86.23529411764706,722.8695652173913,6,40,15.0
48,913.8090909090909,213.40000000000003,93.7090909090909,216.69999999999993,390.0,2170.0,179,85.09803921568627,707.1304347826087,4,45,8.88888888888889
49,286.0211538461543,220.60000000000002,113.32115384615383,222.10000000000005,-270.0,2253.0,9,88.3529411764706,690.4347826086956,2,69,2.898550724637681
50,514.609090909091,212.20000000000002,97.9090909090909,214.5,-10.0,2166.0,153,84.94117647058823,715.0,1,22,4.545454545454546
