condition,seed,episode,phase,urgent_lot_CT_s,target_meet_rate_pct,total_reward,masking_rate
RuleBased,s777,87,eval,3260.3,88.31,1174.5,0.0282
RuleBased,s777,88,eval,3557.7,84.63,1038.2,0.0282
RuleBased,s777,89,eval,3290.2,91.33,1217.9,0.0282
RuleBased,s777,90,eval,3379.6,85.76,1044.1,0.0282
RuleBased,s777,91,eval,3527.8,88.63,1207.8,0.0282
RuleBased,s777,92,eval,3646.5,89.22,1130.1,0.0282
RuleBased,s777,93,eval,3289.9,89.76,1243.6,0.0282
RuleBased,s777,94,eval,3468.5,89.22,1133.1,0.0282
RuleBased,s777,95,eval,3379.5,88.04,1075.7,0.0282
RuleBased,s777,96,eval,3557.4,86.78,1114.3,0.0282
RuleBased,s777,97,eval,3349.4,84.35,1104.5,0.0282
RuleBased,s777,98,eval,3409.2,90.0,1095.8,0.0282
RuleBased,s777,99,eval,3527.5,86.47,1052.9,0.0282
RuleBased,s777,100,eval,3409.3,87.96,1082.5,0.0282
RuleBased,s2024,1,train,3320.1,85.02,1089.7,0.0
RuleBased,s2024,2,train,4121.3,86.31,1295.9,0.0
RuleBased,s2024,3,train,3675.8,86.59,1228.0,0.0141
RuleBased,s2024,4,train,4922.2,84.39,1171.8,0.0
RuleBased,s2024,5,train,3616.7,82.59,1122.8,0.0141
RuleBased,s2024,6,train,3290.1,88.12,1154.2,0.0282
RuleBased,s2024,7,train,3260.7,84.82,1271.3,0.0
RuleBased,s2024,8,train,3260.5,89.37,1098.7,0.0423
RuleBased,s2024,9,train,4447.4,89.45,1346.9,0.0
RuleBased,s2024,10,train,3676.0,86.75,1155.6,0.0141
RuleBased,s2024,11,train,4417.7,88.12,1034.9,0.0
RuleBased,s2024,12,train,2934.3,86.39,1133.7,0.0141
RuleBased,s2024,13,train,3764.8,88.08,1048.2,0.0
RuleBased,s2024,14,train,3765.0,90.24,1161.3,0.0
RuleBased,s2024,15,train,3764.8,89.69,1118.8,0.0
RuleBased,s2024,16,train,3824.3,86.24,1031.4,0.0
RuleBased,s2024,17,train,4358.5,86.47,1236.5,0.0
RuleBased,s2024,18,train,3586.8,88.47,1184.2,0.0141
RuleBased,s2024,19,train,3883.8,88.2,1040.5,0.0
RuleBased,s2024,20,train,3854.3,87.73,1121.4,0.0
RuleBased,s2024,21,train,4120.7,87.53,1263.0,0.0
RuleBased,s2024,22,train,4714.4,85.33,1132.4,0.0
RuleBased,s2024,23,train,3053.1,88.86,1252.2,0.0141
RuleBased,s2024,24,train,4032.1,87.22,1181.5,0.0
RuleBased,s2024,25,train,4209.7,85.96,1256.1,0.0
RuleBased,s2024,26,train,3912.8,85.29,1117.6,0.0
RuleBased,s2024,27,train,5396.9,88.43,1171.1,0.0
RuleBased,s2024,28,train,2815.7,86.27,1154.4,0.0141
RuleBased,s2024,29,train,4388.0,90.39,1039.4,0.0
RuleBased,s2024,30,train,3230.9,81.29,1041.5,0.0
RuleBased,s2024,31,train,4714.4,84.59,1226.3,0.0423
RuleBased,s2024,32,train,4299.2,83.8,1283.2,0.0423
RuleBased,s2024,33,train,4418.0,88.04,1270.1,0.0423
RuleBased,s2024,34,train,4358.5,86.16,1276.7,0.0
RuleBased,s2024,35,train,4803.5,87.18,1267.3,0.0
RuleBased,s2024,36,train,4684.7,84.98,1197.7,0.0
RuleBased,s2024,37,train,4299.2,87.8,1281.9,0.0423
RuleBased,s2024,38,train,4358.6,86.78,1292.5,0.0
RuleBased,s2024,39,train,4358.6,86.55,1240.9,0.0
RuleBased,s2024,40,train,4684.8,87.92,1266.8,0.0
RuleBased,s2024,41,train,4714.4,87.45,1244.4,0.0
RuleBased,s2024,42,train,4684.8,88.04,1266.9,0.0
RuleBased,s2024,43,train,4239.8,84.59,1291.1,0.0
RuleBased,s2024,44,train,4239.8,88.2,1306.1,0.0423
RuleBased,s2024,45,train,5099.9,85.88,1265.0,0.0
RuleBased,s2024,46,train,3794.7,86.2,1223.6,0.0282
RuleBased,s2024,47,train,4595.9,89.02,1281.2,0.0
RuleBased,s2024,48,train,4684.7,89.06,1253.1,0.0
RuleBased,s2024,49,train,4299.2,87.92,1285.4,0.0
RuleBased,s2024,50,train,4684.7,85.02,1179.8,0.0
RuleBased,s2024,51,train,4447.6,87.29,1276.6,0.0
RuleBased,s2024,52,train,4655.1,88.47,1332.2,0.0
RuleBased,s2024,53,train,4358.5,88.59,1220.9,0.0
RuleBased,s2024,54,train,4595.7,83.45,1270.6,0.0
RuleBased,s2024,55,train,3586.7,86.9,1253.2,0.0282
RuleBased,s2024,56,train,4358.6,89.37,1265.3,0.0
RuleBased,s2024,57,train,3794.6,85.96,1267.0,0.0
RuleBased,s2024,58,train,4714.6,87.02,1255.5,0.0
RuleBased,s2024,59,train,3320.1,87.49,1126.7,0.0141
RuleBased,s2024,60,train,4299.2,88.94,1253.0,0.0
RuleBased,s2024,61,train,2934.5,84.2,1095.6,0.0
RuleBased,s2024,62,train,4091.1,88.67,1209.3,0.0282
RuleBased,s2024,63,train,4684.8,84.51,1250.1,0.0
RuleBased,s2024,64,train,3824.3,89.22,1234.3,0.0423
RuleBased,s2024,65,train,4922.1,88.98,1292.3,0.0
RuleBased,s2024,66,train,3260.5,87.37,1192.6,0.0282
RuleBased,s2024,67,train,4002.3,86.71,1198.3,0.0
RuleBased,s2024,68,train,4803.4,84.16,1154.2,0.0
RuleBased,s2024,69,train,4981.3,86.04,1246.6,0.0423
RuleBased,s2024,70,train,3646.4,86.9,1164.1,0.0282
RuleBased,s2024,71,eval,3764.8,87.45,1095.6,0.0
RuleBased,s2024,72,eval,4269.1,90.27,1059.8,0.0
RuleBased,s2024,73,eval,3942.9,87.73,1171.7,0.0
RuleBased,s2024,74,eval,3587.2,88.04,1136.3,0.0
RuleBased,s2024,75,eval,3794.7,86.63,1197.1,0.0
RuleBased,s2024,76,eval,3616.7,88.51,1101.3,0.0
RuleBased,s2024,77,eval,4714.3,91.61,1288.8,0.0
RuleBased,s2024,78,eval,3616.9,89.41,1065.8,0.0
RuleBased,s2024,79,eval,4120.7,88.43,1138.5,0.0
RuleBased,s2024,80,eval,3557.3,88.51,1088.0,0.0
RuleBased,s2024,81,eval,3883.7,86.31,1076.5,0.0
RuleBased,s2024,82,eval,3468.1,90.43,1240.4,0.0
RuleBased,s2024,83,eval,3408.7,87.61,1253.8,0.0
RuleBased,s2024,84,eval,3854.1,90.67,1045.6,0.0
RuleBased,s2024,85,eval,4239.9,88.82,1142.1,0.0
RuleBased,s2024,86,eval,3646.6,89.84,1159.3,0.0
RuleBased,s2024,87,eval,3616.3,86.82,1090.0,0.0
RuleBased,s2024,88,eval,4209.9,87.14,1054.8,0.0
RuleBased,s2024,89,eval,3527.7,91.53,1190.0,0.0
RuleBased,s2024,90,eval,4002.3,89.22,1053.7,0.0
RuleBased,s2024,91,eval,3557.5,88.55,1209.4,0.0
RuleBased,s2024,92,eval,3557.5,88.35,1137.5,0.0
RuleBased,s2024,93,eval,3586.7,88.94,1164.4,0.0
RuleBased,s2024,94,eval,3557.5,88.67,1120.5,0.0
RuleBased,s2024,95,eval,3587.3,88.27,1058.9,0.0
RuleBased,s2024,96,eval,4150.6,86.47,1096.8,0.0
RuleBased,s2024,97,eval,3171.5,87.73,1198.8,0.0
RuleBased,s2024,98,eval,3527.9,89.49,1084.6,0.0
RuleBased,s2024,99,eval,3260.5,85.61,1121.4,0.0
RuleBased,s2024,100,eval,3379.6,87.45,1081.7,0.0
RuleBased,s7,1,train,4744.2,85.41,1073.3,0.0
RuleBased,s7,2,train,4091.3,86.24,1146.1,0.0
RuleBased,s7,3,train,3438.9,86.31,1119.3,0.0
RuleBased,s7,4,train,4120.8,84.9,1167.7,0.0
RuleBased,s7,5,train,4210.3,89.53,1337.5,0.0282
RuleBased,s7,6,train,3794.9,87.57,1196.9,0.0
RuleBased,s7,7,train,3943.1,86.24,1189.7,0.0
RuleBased,s7,8,train,4062.0,88.82,1062.5,0.0
RuleBased,s7,9,train,4536.7,90.43,1221.0,0.0
RuleBased,s7,10,train,3557.3,86.71,1173.1,0.0141
RuleBased,s7,11,train,4180.3,85.22,1232.5,0.0
RuleBased,s7,12,train,4714.4,85.06,1181.1,0.0
RuleBased,s7,13,train,3646.3,86.08,1190.5,0.0141
RuleBased,s7,14,train,3943.1,90.47,1151.9,0.0
RuleBased,s7,15,train,3794.8,88.82,1221.5,0.0
RuleBased,s7,16,train,2963.6,85.37,1061.5,0.0
RuleBased,s7,17,train,2726.4,86.31,1159.5,0.0
RuleBased,s7,18,train,3260.9,87.02,1115.1,0.0
RuleBased,s7,19,train,3646.1,87.92,1008.2,0.0
RuleBased,s7,20,train,3557.3,87.29,1290.2,0.0141
RuleBased,s7,21,train,3053.1,84.82,1231.0,0.0141
RuleBased,s7,22,train,2786.1,84.9,1096.5,0.0141
RuleBased,s7,23,train,3379.5,87.92,1195.2,0.0282
RuleBased,s7,24,train,3705.9,88.51,1156.4,0.0
RuleBased,s7,25,train,3141.9,86.59,1241.4,0.0141
RuleBased,s7,26,train,4031.8,83.8,1153.3,0.0
RuleBased,s7,27,train,4002.2,86.71,1071.5,0.0423
RuleBased,s7,28,train,4328.7,84.63,1283.0,0.0
RuleBased,s7,29,train,3527.5,89.65,1237.4,0.0141
RuleBased,s7,30,train,3023.1,83.84,1044.6,0.0
RuleBased,s7,31,train,3527.6,86.27,1265.2,0.0141
RuleBased,s7,32,train,2904.6,86.35,1037.2,0.0
RuleBased,s7,33,train,4833.1,88.47,1246.4,0.0
RuleBased,s7,34,train,3408.9,86.71,1279.2,0.0141
RuleBased,s7,35,train,3438.7,89.1,1022.6,0.0
RuleBased,s7,36,train,4773.8,84.67,1209.6,0.0
RuleBased,s7,37,train,2726.4,88.35,1171.1,0.0141
RuleBased,s7,38,train,2786.1,85.41,1057.0,0.0
RuleBased,s7,39,train,2874.9,89.18,1124.6,0.0
RuleBased,s7,40,train,3230.9,87.69,1146.0,0.0
RuleBased,s7,41,train,2786.1,86.71,1111.1,0.0
RuleBased,s7,42,train,2845.3,87.14,1111.6,0.0
RuleBased,s7,43,train,2696.7,86.51,1107.8,0.0
RuleBased,s7,44,train,3349.7,87.92,1132.9,0.0
RuleBased,s7,45,train,2874.9,87.1,1060.5,0.0141
RuleBased,s7,46,train,2875.1,86.59,1253.0,0.0
RuleBased,s7,47,train,2845.3,88.75,1167.5,0.0
RuleBased,s7,48,train,2964.0,88.98,1019.3,0.0
RuleBased,s7,49,train,2726.4,89.65,1172.8,0.0
RuleBased,s7,50,train,2786.1,86.98,1058.3,0.0
RuleBased,s7,51,train,3112.1,89.33,1254.8,0.0
RuleBased,s7,52,train,2696.7,84.43,1036.3,0.0
RuleBased,s7,53,train,2845.3,84.39,1200.2,0.0141
RuleBased,s7,54,train,2845.3,76.2,1120.0,0.0141
RuleBased,s7,55,train,3201.3,77.84,1094.5,0.0282
RuleBased,s7,56,train,2815.7,84.08,1134.5,0.0141
RuleBased,s7,57,train,2756.1,78.82,1090.3,0.0141
RuleBased,s7,58,train,2726.4,84.35,1130.8,0.0141
RuleBased,s7,59,train,2845.3,84.2,1136.3,0.0141
RuleBased,s7,60,train,3082.5,87.22,1399.1,0.0141
RuleBased,s7,61,train,2815.7,84.39,1139.7,0.0
RuleBased,s7,62,train,2815.7,86.43,1148.7,0.0141
RuleBased,s7,63,train,2904.5,79.29,1027.9,0.0
RuleBased,s7,64,train,3290.2,85.25,1123.4,0.0282
RuleBased,s7,65,train,2904.5,88.78,1101.8,0.0141
RuleBased,s7,66,train,2726.4,88.08,1167.2,0.0
RuleBased,s7,67,train,2815.4,86.39,1102.8,0.0
RuleBased,s7,68,train,2815.7,84.63,946.8,0.0
RuleBased,s7,69,train,3765.1,85.14,1180.1,0.0423
RuleBased,s7,70,train,3231.1,88.31,981.2,0.0141
RuleBased,s7,71,eval,3023.1,86.71,1138.3,0.0
RuleBased,s7,72,eval,2786.1,90.08,1128.2,0.0
RuleBased,s7,73,eval,2815.7,86.98,1155.7,0.0
RuleBased,s7,74,eval,2785.7,85.49,1145.1,0.0
RuleBased,s7,75,eval,2993.4,84.24,1189.9,0.0
RuleBased,s7,76,eval,2904.5,88.47,1166.8,0.0
RuleBased,s7,77,eval,3023.3,91.53,1317.3,0.0
RuleBased,s7,78,eval,2874.9,88.08,1043.0,0.0
RuleBased,s7,79,eval,2904.5,87.25,1111.0,0.0
RuleBased,s7,80,eval,2874.9,85.76,1027.7,0.0
RuleBased,s7,81,eval,2786.1,82.82,1082.2,0.0
RuleBased,s7,82,eval,2726.4,89.96,1178.0,0.0
RuleBased,s7,83,eval,2726.4,86.63,1155.0,0.0
RuleBased,s7,84,eval,2786.1,90.2,1128.6,0.0
RuleBased,s7,85,eval,2874.9,86.82,1040.4,0.0
RuleBased,s7,86,eval,2845.3,87.96,1213.9,0.0
RuleBased,s7,87,eval,2696.7,84.86,1091.8,0.0
RuleBased,s7,88,eval,2786.1,83.73,1085.5,0.0
RuleBased,s7,89,eval,2696.7,91.45,1138.3,0.0
RuleBased,s7,90,eval,2756.3,87.49,1109.6,0.0
RuleBased,s7,91,eval,2875.1,85.92,1249.0,0.0
RuleBased,s7,92,eval,2815.6,85.69,1200.0,0.0
RuleBased,s7,93,eval,2726.4,86.82,1160.2,0.0
RuleBased,s7,94,eval,2904.5,87.18,1140.9,0.0
RuleBased,s7,95,eval,2637.3,86.16,1055.6,0.0
RuleBased,s7,96,eval,2904.6,84.04,1138.1,0.0
RuleBased,s7,97,eval,2696.7,85.14,1096.1,0.0
RuleBased,s7,98,eval,2786.1,88.82,1118.5,0.0
RuleBased,s7,99,eval,2726.4,84.27,1042.0,0.0
RuleBased,s7,100,eval,2786.1,86.51,1102.8,0.0
