condition,seed,episode,phase,urgent_lot_CT_s,target_meet_rate_pct,total_reward,masking_rate
PureDRL,s7,41,train,4388.2,86.35,1222.6,0.0
PureDRL,s7,42,train,4358.6,86.75,1243.0,0.0
PureDRL,s7,43,train,4091.5,86.43,1253.5,0.0
PureDRL,s7,44,train,4240.0,88.08,1293.8,0.0
PureDRL,s7,45,train,5367.1,87.41,1245.7,0.0
PureDRL,s7,46,train,4388.3,88.12,1263.5,0.0
PureDRL,s7,47,train,3735.3,88.51,1055.9,0.0
PureDRL,s7,48,train,4358.6,89.1,1239.8,0.0
PureDRL,s7,49,train,4418.1,89.96,1276.8,0.0
PureDRL,s7,50,train,4210.3,87.41,1207.5,0.0
PureDRL,s7,51,train,3646.4,89.45,1164.5,0.0
PureDRL,s7,52,train,4595.8,88.51,1285.9,0.0
PureDRL,s7,53,train,4418.0,90.0,1216.1,0.0
PureDRL,s7,54,train,4951.8,86.31,1290.1,0.0
PureDRL,s7,55,train,4091.5,88.59,1249.7,0.0
PureDRL,s7,56,train,4388.2,89.88,1256.8,0.0
PureDRL,s7,57,train,4061.7,87.57,1301.0,0.0
PureDRL,s7,58,train,4239.9,88.47,1264.0,0.0
PureDRL,s7,59,train,4358.5,89.76,1234.9,0.0
PureDRL,s7,60,train,4032.4,88.75,1289.9,0.0
PureDRL,s7,61,train,4358.5,85.18,1267.0,0.0
PureDRL,s7,62,train,5011.4,88.78,1299.0,0.0
PureDRL,s7,63,train,4744.1,87.18,1237.9,0.0
PureDRL,s7,64,train,4922.0,88.82,1212.5,0.0
PureDRL,s7,65,train,5663.7,89.1,1233.8,0.0
PureDRL,s7,66,train,4328.8,88.24,1217.2,0.0
PureDRL,s7,67,train,4091.4,88.82,1248.5,0.0
PureDRL,s7,68,train,4210.3,84.24,1225.8,0.0
PureDRL,s7,69,train,5307.8,86.0,1257.7,0.0
PureDRL,s7,70,train,4388.2,87.29,1236.6,0.0
PureDRL,s7,71,eval,4536.5,86.86,1255.7,0.0
PureDRL,s7,72,eval,4358.6,87.45,1288.0,0.0
PureDRL,s7,73,eval,4358.6,87.29,1205.5,0.0
PureDRL,s7,74,eval,4358.6,86.63,1262.3,0.0
PureDRL,s7,75,eval,4536.5,85.84,1257.7,0.0
PureDRL,s7,76,eval,4210.3,86.71,1251.5,0.0
PureDRL,s7,77,eval,5248.2,91.41,1296.9,0.0
PureDRL,s7,78,eval,4714.4,86.43,1178.1,0.0
PureDRL,s7,79,eval,5070.3,87.22,1265.2,0.0
PureDRL,s7,80,eval,5159.3,86.27,1269.2,0.0
PureDRL,s7,81,eval,4388.2,85.06,1173.9,0.0
PureDRL,s7,82,eval,4091.5,87.84,1270.0,0.0
PureDRL,s7,83,eval,4121.1,86.35,1260.7,0.0
PureDRL,s7,84,eval,4684.8,87.76,1140.2,0.0
PureDRL,s7,85,eval,5545.0,86.35,1243.2,0.0
PureDRL,s7,86,eval,4477.2,86.86,1253.3,0.0
PureDRL,s7,87,eval,4150.8,86.55,1292.8,0.0
PureDRL,s7,88,eval,4388.2,86.16,1170.7,0.0
PureDRL,s7,89,eval,4091.5,90.12,1228.4,0.0
PureDRL,s7,90,eval,4358.6,87.73,1229.9,0.0
PureDRL,s7,91,eval,4358.5,86.12,1260.6,0.0
PureDRL,s7,92,eval,4358.5,86.24,1250.5,0.0
PureDRL,s7,93,eval,4239.7,86.24,1280.3,0.0
PureDRL,s7,94,eval,4536.5,87.29,1228.2,0.0
PureDRL,s7,95,eval,4477.3,86.35,1219.6,0.0
PureDRL,s7,96,eval,4328.9,85.33,1242.8,0.0
PureDRL,s7,97,eval,4210.2,86.12,1248.4,0.0
PureDRL,s7,98,eval,4180.5,87.06,1274.0,0.0
PureDRL,s7,99,eval,4328.9,85.02,1274.4,0.0
PureDRL,s7,100,eval,4358.6,87.65,1188.1,0.0
LLM-HRL,s42,1,train,3498.1,85.22,1176.0,0.0
LLM-HRL,s42,2,train,3735.3,86.12,1296.4,0.0141
LLM-HRL,s42,3,train,4299.3,85.8,1194.8,0.0
LLM-HRL,s42,4,train,3557.3,84.31,1249.8,0.0141
LLM-HRL,s42,5,train,3408.9,89.45,1160.1,0.0
LLM-HRL,s42,6,train,2934.2,88.39,1197.8,0.0423
LLM-HRL,s42,7,train,3527.5,85.41,1267.8,0.0141
LLM-HRL,s42,8,train,3557.3,88.98,1143.3,0.0141
LLM-HRL,s42,9,train,3646.4,90.31,1301.3,0.0282
LLM-HRL,s42,10,train,3438.7,87.14,1143.8,0.0282
LLM-HRL,s42,11,train,3587.0,85.57,1188.4,0.0141
LLM-HRL,s42,12,train,4506.9,85.65,1197.6,0.0423
LLM-HRL,s42,13,train,2993.9,87.76,1148.8,0.0141
LLM-HRL,s42,14,train,3408.9,90.59,1253.5,0.0141
LLM-HRL,s42,15,train,3675.9,90.39,1231.9,0.0423
LLM-HRL,s42,16,train,3230.9,87.45,1225.0,0.0282
LLM-HRL,s42,17,train,2964.1,85.41,1121.4,0.0
LLM-HRL,s42,18,train,3320.1,88.43,1122.5,0.0141
LLM-HRL,s42,19,train,4862.6,89.22,1102.3,0.0
LLM-HRL,s42,20,train,3260.9,86.39,1178.5,0.0141
LLM-HRL,s42,21,train,3854.1,86.16,1146.9,0.0423
LLM-HRL,s42,22,train,3142.1,84.04,1067.7,0.0141
LLM-HRL,s42,23,train,4536.5,86.75,1096.8,0.0
LLM-HRL,s42,24,train,5159.3,86.55,997.1,0.0
LLM-HRL,s42,25,train,3557.1,86.04,1305.0,0.0141
LLM-HRL,s42,26,train,3409.0,84.67,1249.7,0.0282
LLM-HRL,s42,27,train,4922.2,85.88,828.8,0.0
LLM-HRL,s42,28,train,3557.3,85.37,1111.1,0.0141
LLM-HRL,s42,29,train,3764.9,88.24,1220.0,1.0
LLM-HRL,s42,30,train,4150.9,84.9,1255.9,0.0
LLM-HRL,s42,31,train,4625.4,85.53,1254.7,0.0
LLM-HRL,s42,32,train,4388.3,85.49,1283.0,0.0
LLM-HRL,s42,33,train,4210.2,88.86,1314.8,0.0
LLM-HRL,s42,34,train,3616.6,86.24,1251.3,0.0282
LLM-HRL,s42,35,train,3587.0,86.71,1181.1,0.0141
LLM-HRL,s42,36,train,4506.9,83.88,1213.3,0.0
LLM-HRL,s42,37,train,4239.7,87.53,1269.6,0.0
LLM-HRL,s42,38,train,4714.5,87.14,1231.2,0.0
LLM-HRL,s42,39,train,3794.5,85.92,1136.5,0.0282
LLM-HRL,s42,40,train,3824.4,86.86,1098.4,0.0282
LLM-HRL,s42,41,train,4566.2,88.59,886.1,0.0
LLM-HRL,s42,42,train,3765.0,88.04,1176.5,0.0
LLM-HRL,s42,43,train,4447.0,84.27,1044.1,0.0
LLM-HRL,s42,44,train,3794.6,82.98,1319.3,0.0
LLM-HRL,s42,45,train,4417.4,83.06,1164.8,0.0
LLM-HRL,s42,46,train,4358.5,86.9,1258.2,0.0
LLM-HRL,s42,47,train,3587.1,88.55,1081.4,0.0141
LLM-HRL,s42,48,train,3765.1,88.24,1199.8,0.0
LLM-HRL,s42,49,train,3082.7,89.33,1203.8,0.0141
LLM-HRL,s42,50,train,2904.8,86.71,955.6,0.0141
LLM-HRL,s42,51,train,3438.7,88.82,1173.1,0.0141
LLM-HRL,s42,52,train,3201.2,88.51,1151.9,0.0
LLM-HRL,s42,53,train,3290.6,89.57,1185.5,0.0141
LLM-HRL,s42,54,train,3112.3,85.33,1241.8,0.0
LLM-HRL,s42,55,train,3112.3,86.63,1250.3,0.0141
LLM-HRL,s42,56,train,3201.3,88.67,1163.1,0.0282
LLM-HRL,s42,57,train,2756.1,87.1,1161.7,0.0141
LLM-HRL,s42,58,train,3082.8,88.04,1153.1,0.0
LLM-HRL,s42,59,train,3171.8,88.16,1136.9,0.0
LLM-HRL,s42,60,train,2815.5,88.31,1269.0,0.0141
LLM-HRL,s42,61,train,2815.7,84.82,1149.1,0.0141
LLM-HRL,s42,62,train,3943.1,88.43,1177.0,0.0
LLM-HRL,s42,63,train,3112.6,86.86,1159.7,0.0
LLM-HRL,s42,64,train,3527.9,88.86,1262.8,0.0282
LLM-HRL,s42,65,train,3468.4,89.69,1077.7,0.0141
LLM-HRL,s42,66,train,2934.1,86.82,1107.8,0.0141
LLM-HRL,s42,67,train,2934.3,89.53,1175.7,0.0
LLM-HRL,s42,68,train,3260.8,85.06,1008.7,0.0141
LLM-HRL,s42,69,train,3705.8,85.73,1231.4,0.0
LLM-HRL,s42,70,train,3023.5,86.59,991.8,0.0141
LLM-HRL,s42,71,eval,3230.8,86.59,1142.4,0.0141
LLM-HRL,s42,72,eval,3082.7,89.84,1078.5,0.0141
LLM-HRL,s42,73,eval,3053.1,86.94,1087.3,0.0141
LLM-HRL,s42,74,eval,3409.1,86.63,1210.3,0.0141
LLM-HRL,s42,75,eval,3497.9,84.82,1092.5,0.0141
LLM-HRL,s42,76,eval,3141.9,88.31,1106.6,0.0141
LLM-HRL,s42,77,eval,3141.9,91.37,1327.4,0.0141
LLM-HRL,s42,78,eval,3023.4,87.18,1013.1,0.0141
LLM-HRL,s42,79,eval,3290.1,87.45,1132.6,0.0282
LLM-HRL,s42,80,eval,3171.6,87.02,1097.7,0.0282
LLM-HRL,s42,81,eval,3082.7,83.57,1042.7,0.0141
LLM-HRL,s42,82,eval,2963.8,89.76,1177.8,0.0141
LLM-HRL,s42,83,eval,2845.2,85.88,1190.2,0.0141
LLM-HRL,s42,84,eval,3260.7,89.88,1047.8,0.0141
LLM-HRL,s42,85,eval,3171.7,86.55,1128.3,0.0282
LLM-HRL,s42,86,eval,2845.4,87.49,1062.3,0.0141
LLM-HRL,s42,87,eval,2815.4,85.1,1045.8,0.0141
LLM-HRL,s42,88,eval,3082.7,84.12,1039.3,0.0141
LLM-HRL,s42,89,eval,3201.2,91.65,1179.9,0.0282
LLM-HRL,s42,90,eval,2993.7,88.04,1056.3,0.0141
LLM-HRL,s42,91,eval,3498.0,86.86,1150.5,0.0141
LLM-HRL,s42,92,eval,3082.6,85.8,1234.8,0.0141
LLM-HRL,s42,93,eval,2874.8,88.31,1119.7,0.0141
LLM-HRL,s42,94,eval,3320.1,88.27,1088.1,0.0141
LLM-HRL,s42,95,eval,3141.9,86.24,1093.5,0.0282
LLM-HRL,s42,96,eval,3141.9,86.82,1106.2,0.0141
LLM-HRL,s42,97,eval,3053.0,86.39,1100.5,0.0141
LLM-HRL,s42,98,eval,3171.6,88.82,1122.3,0.0282
LLM-HRL,s42,99,eval,3112.0,84.55,1026.8,0.0141
LLM-HRL,s42,100,eval,3082.8,86.94,1055.9,0.0141
LLM-HRL,s123,1,train,4388.1,86.2,1096.5,0.0
LLM-HRL,s123,2,train,2934.3,85.65,1303.1,0.0
LLM-HRL,s123,3,train,3557.3,86.78,1216.2,0.0141
LLM-HRL,s123,4,train,3587.1,83.73,1192.1,0.0423
LLM-HRL,s123,5,train,4121.2,87.45,1250.8,0.0
LLM-HRL,s123,6,train,2845.3,87.61,1274.8,0.0
LLM-HRL,s123,7,train,3557.3,84.2,1247.7,0.0
LLM-HRL,s123,8,train,3854.0,89.41,1377.8,0.0
LLM-HRL,s123,9,train,4328.7,90.9,1316.0,0.0
LLM-HRL,s123,10,train,3142.1,86.51,1112.0,0.0141
LLM-HRL,s123,11,train,3676.1,88.08,1116.2,0.0282
LLM-HRL,s123,12,train,2726.4,86.94,1110.1,0.0
LLM-HRL,s123,13,train,3053.1,88.04,1069.4,0.0
LLM-HRL,s123,14,train,2993.5,90.51,1182.5,0.0141
LLM-HRL,s123,15,train,3320.1,90.55,1154.9,0.0141
LLM-HRL,s123,16,train,3438.8,87.22,1329.4,0.0141
LLM-HRL,s123,17,train,2726.4,86.71,1157.3,0.0141
LLM-HRL,s123,18,train,3023.4,89.1,1075.8,0.0141
LLM-HRL,s123,19,train,3735.5,88.12,1127.0,0.0141
LLM-HRL,s123,20,train,3587.1,87.29,1332.4,0.0141
LLM-HRL,s123,21,train,3053.1,85.33,1100.8,0.0141
LLM-HRL,s123,22,train,3290.5,86.2,1034.2,0.0141
LLM-HRL,s123,23,train,3409.0,89.06,1258.8,0.0282
LLM-HRL,s123,24,train,3587.1,88.51,1100.7,0.0
LLM-HRL,s123,25,train,3260.3,87.33,1199.3,0.0141
LLM-HRL,s123,26,train,2845.1,85.92,1100.5,0.0141
LLM-HRL,s123,27,train,4210.2,89.49,1365.2,0.0
LLM-HRL,s123,28,train,3260.9,87.22,1078.6,0.0141
LLM-HRL,s123,29,train,2993.7,89.8,1076.0,0.0141
LLM-HRL,s123,30,train,2904.5,84.2,1045.3,0.0
LLM-HRL,s123,31,train,3765.1,87.41,1000.1,0.0
LLM-HRL,s123,32,train,3735.5,87.18,1039.7,0.0
LLM-HRL,s123,33,train,3646.4,89.53,1217.2,0.0282
LLM-HRL,s123,34,train,3082.5,88.55,1138.8,0.0282
LLM-HRL,s123,35,train,3082.7,90.31,1078.1,0.0141
LLM-HRL,s123,36,train,2875.1,82.47,1232.3,0.0
LLM-HRL,s123,37,train,2726.4,87.06,1162.6,0.0
LLM-HRL,s123,38,train,5960.6,85.37,1099.3,0.0
LLM-HRL,s123,39,train,3201.3,89.69,1063.3,0.0141
LLM-HRL,s123,40,train,3379.3,88.51,1128.1,0.0141
LLM-HRL,s123,41,train,2874.8,88.35,1016.0,0.0141
LLM-HRL,s123,42,train,3379.4,87.92,1144.0,0.0282
LLM-HRL,s123,43,train,3290.1,86.35,1103.9,0.0423
LLM-HRL,s123,44,train,3112.1,86.82,1136.8,0.0141
LLM-HRL,s123,45,train,8554.4,86.86,1081.5,0.0282
LLM-HRL,s123,46,train,3141.9,85.1,1280.7,0.0141
LLM-HRL,s123,47,train,3794.5,84.2,1056.3,0.0
LLM-HRL,s123,48,train,3497.8,88.67,1098.1,0.0
LLM-HRL,s123,49,train,3290.1,88.24,1180.6,0.0
LLM-HRL,s123,50,train,3023.5,85.18,989.4,0.0141
LLM-HRL,s123,51,train,3201.1,86.9,1186.4,0.0141
LLM-HRL,s123,52,train,8262.2,86.98,1159.0,0.0
LLM-HRL,s123,53,train,3171.8,88.16,1186.5,0.0141
LLM-HRL,s123,54,train,3112.3,86.78,1293.3,0.0141
LLM-HRL,s123,55,train,2785.7,86.51,1106.6,0.0141
LLM-HRL,s123,56,train,3320.3,87.88,1085.5,0.0141
LLM-HRL,s123,57,train,3171.5,86.75,1279.0,0.0
LLM-HRL,s123,58,train,2845.3,88.31,1214.6,0.0141
LLM-HRL,s123,59,train,3409.0,88.24,1214.4,0.0
LLM-HRL,s123,60,train,2934.4,86.82,1378.3,0.0141
LLM-HRL,s123,61,train,3943.2,80.59,1108.7,0.0
LLM-HRL,s123,62,train,2696.7,86.9,1102.1,0.0
LLM-HRL,s123,63,train,2964.1,82.24,1097.7,0.0
LLM-HRL,s123,64,train,3557.5,87.25,1277.0,0.0
LLM-HRL,s123,65,train,3824.5,86.63,1146.5,0.0282
LLM-HRL,s123,66,train,3676.1,86.39,1110.7,0.0282
LLM-HRL,s123,67,train,3557.5,86.43,1264.8,0.0
LLM-HRL,s123,68,train,2815.7,80.67,916.1,0.0141
LLM-HRL,s123,69,train,3112.2,84.35,1040.7,0.0
LLM-HRL,s123,70,train,2786.1,84.67,1089.8,0.0
LLM-HRL,s123,71,eval,2934.3,86.12,1150.2,0.0
LLM-HRL,s123,72,eval,2786.1,89.69,1125.5,0.0
LLM-HRL,s123,73,eval,2815.7,86.63,1151.0,0.0
LLM-HRL,s123,74,eval,2785.8,85.88,1147.0,0.0
LLM-HRL,s123,75,eval,2993.5,84.24,1184.2,0.0
LLM-HRL,s123,76,eval,2785.7,88.08,1111.7,0.0
LLM-HRL,s123,77,eval,2934.4,91.69,1339.3,0.0
LLM-HRL,s123,78,eval,2786.1,87.25,1056.5,0.0
LLM-HRL,s123,79,eval,2904.6,86.75,1103.6,0.0
LLM-HRL,s123,80,eval,2667.1,85.8,996.1,0.0
LLM-HRL,s123,81,eval,2786.1,82.94,1077.3,0.0
LLM-HRL,s123,82,eval,2726.4,88.67,1168.1,0.0
LLM-HRL,s123,83,eval,2726.4,86.04,1148.5,0.0
LLM-HRL,s123,84,eval,2874.9,89.49,1103.6,0.0
LLM-HRL,s123,85,eval,2786.1,86.71,1053.5,0.0
LLM-HRL,s123,86,eval,2845.3,87.45,1209.0,0.0
LLM-HRL,s123,87,eval,2667.1,84.16,1087.6,0.0
LLM-HRL,s123,88,eval,2786.1,83.61,1083.0,0.0
LLM-HRL,s123,89,eval,2696.7,91.37,1138.0,0.0
LLM-HRL,s123,90,eval,2756.3,87.76,1110.9,0.0
LLM-HRL,s123,91,eval,2875.1,86.0,1249.9,0.0
LLM-HRL,s123,92,eval,2815.6,86.63,1203.5,0.0
LLM-HRL,s123,93,eval,2696.7,87.22,1159.2,0.0
LLM-HRL,s123,94,eval,2815.7,87.02,1157.4,0.0
LLM-HRL,s123,95,eval,2756.3,86.24,1099.5,0.0
LLM-HRL,s123,96,eval,2993.5,84.82,1121.3,0.0
LLM-HRL,s123,97,eval,2667.1,84.63,1088.4,0.0
LLM-HRL,s123,98,eval,2874.9,88.63,1098.4,0.0
LLM-HRL,s123,99,eval,2845.3,83.14,1078.6,0.0
LLM-HRL,s123,100,eval,2786.1,86.63,1102.7,0.0
LLM-HRL,s777,1,train,3854.0,85.02,1138.7,0.0
LLM-HRL,s777,2,train,4180.7,86.27,1135.2,0.0
LLM-HRL,s777,3,train,4922.1,86.24,1215.5,0.0
LLM-HRL,s777,4,train,4358.1,85.25,1245.0,0.0423
LLM-HRL,s777,5,train,3764.8,88.47,1301.6,0.0563
LLM-HRL,s777,6,train,3320.3,86.12,1250.9,0.0141
LLM-HRL,s777,7,train,3379.3,83.61,1145.1,0.0141
LLM-HRL,s777,8,train,3201.3,85.49,1073.6,0.0
LLM-HRL,s777,9,train,2696.7,89.61,1124.3,0.0141
LLM-HRL,s777,10,train,3142.1,86.55,1047.7,0.0
LLM-HRL,s777,11,train,3557.3,85.33,1199.8,0.0141
LLM-HRL,s777,12,train,3438.8,84.67,1117.5,0.0141
LLM-HRL,s777,13,train,3557.3,86.55,1197.4,0.0
LLM-HRL,s777,14,train,3468.5,90.43,1113.2,0.0141
LLM-HRL,s777,15,train,4210.2,89.57,1275.6,0.0282
LLM-HRL,s777,16,train,3527.5,86.08,1315.1,0.0141
LLM-HRL,s777,17,train,3735.5,84.71,1074.4,0.0
LLM-HRL,s777,18,train,3557.3,87.61,1193.2,0.0
LLM-HRL,s777,19,train,3557.1,87.06,1322.0,0.0141
LLM-HRL,s777,20,train,4981.3,87.06,1270.9,0.0
LLM-HRL,s777,21,train,2845.2,85.57,1149.2,0.0
LLM-HRL,s777,22,train,3587.0,84.04,1171.3,0.0
LLM-HRL,s777,23,train,3765.1,87.37,1362.0,0.0
LLM-HRL,s777,24,train,4625.5,87.37,1251.7,0.0
LLM-HRL,s777,25,train,3616.6,86.9,1163.0,0.0141
LLM-HRL,s777,26,train,3438.3,84.71,1144.0,0.0
LLM-HRL,s777,27,train,3527.5,86.2,1219.6,0.0
LLM-HRL,s777,28,train,3824.5,84.71,1188.2,0.0
LLM-HRL,s777,29,train,3557.3,89.96,1207.4,0.0
LLM-HRL,s777,30,train,4121.1,84.35,1192.7,0.0
LLM-HRL,s777,31,train,2786.1,86.0,999.9,0.0
LLM-HRL,s777,32,train,2815.7,85.02,1046.8,0.0141
LLM-HRL,s777,33,train,2875.1,88.78,1272.6,0.0141
LLM-HRL,s777,34,train,3141.9,85.76,1071.1,0.0141
LLM-HRL,s777,35,train,2667.1,89.92,1027.4,0.0141
LLM-HRL,s777,36,train,4210.2,83.61,1272.0,0.0282
LLM-HRL,s777,37,train,2726.4,87.41,1165.9,0.0
LLM-HRL,s777,38,train,3557.3,86.31,1175.3,0.0141
LLM-HRL,s777,39,train,2874.9,87.96,1116.5,0.0141
LLM-HRL,s777,40,train,2845.3,87.53,1214.0,0.0141
LLM-HRL,s777,41,train,3527.5,86.71,1268.3,0.0
LLM-HRL,s777,42,train,2934.2,88.71,1098.0,0.0141
LLM-HRL,s777,43,train,3141.9,86.78,1098.8,0.0141
LLM-HRL,s777,44,train,3884.0,86.08,1233.9,0.0
LLM-HRL,s777,45,train,3794.7,87.73,1109.9,0.0282
LLM-HRL,s777,46,train,3587.0,85.88,1256.0,0.0141
LLM-HRL,s777,47,train,3794.5,88.04,1048.7,0.0282
LLM-HRL,s777,48,train,4358.5,87.65,1293.5,0.0
LLM-HRL,s777,49,train,3438.8,87.73,1184.1,0.0141
LLM-HRL,s777,50,train,3587.0,84.35,1097.7,0.0141
LLM-HRL,s777,51,train,3587.1,87.41,1159.1,0.0
LLM-HRL,s777,52,train,2815.7,87.02,1110.1,0.0
LLM-HRL,s777,53,train,2845.3,88.39,1172.4,0.0141
LLM-HRL,s777,54,train,2845.3,83.96,1189.5,0.0
LLM-HRL,s777,55,train,3527.5,86.71,1325.2,0.0
LLM-HRL,s777,56,train,3527.5,87.69,1222.2,0.0
LLM-HRL,s777,57,train,3527.5,85.65,1307.6,0.0141
LLM-HRL,s777,58,train,3557.3,87.02,1203.5,0.0141
LLM-HRL,s777,59,train,3557.3,86.47,1203.7,0.0141
LLM-HRL,s777,60,train,3438.8,87.37,1381.0,0.0
LLM-HRL,s777,61,train,3587.0,82.78,1088.9,0.0141
LLM-HRL,s777,62,train,3587.0,87.65,1175.5,0.0
LLM-HRL,s777,63,train,3587.1,84.39,993.8,0.0
LLM-HRL,s777,64,train,4091.4,89.53,1264.5,0.0
LLM-HRL,s777,65,train,3290.5,89.65,1095.4,0.0
LLM-HRL,s777,66,train,3260.5,86.2,1180.4,0.0282
LLM-HRL,s777,67,train,3497.6,88.04,1203.3,0.0282
LLM-HRL,s777,68,train,3409.0,85.06,981.8,0.0
LLM-HRL,s777,69,train,3260.8,86.0,1072.4,0.0
LLM-HRL,s777,70,train,3468.3,84.67,977.6,0.0282
LLM-HRL,s777,71,eval,3438.5,83.57,1040.3,0.0
LLM-HRL,s777,72,eval,3438.7,91.02,964.9,0.0
LLM-HRL,s777,73,eval,3260.7,88.71,1086.2,0.0
LLM-HRL,s777,74,eval,3349.7,88.31,1176.0,0.0
LLM-HRL,s777,75,eval,3497.9,86.78,1107.1,0.0
LLM-HRL,s777,76,eval,3379.3,89.76,1085.5,0.0
LLM-HRL,s777,77,eval,3349.7,91.53,1319.0,0.0
LLM-HRL,s777,78,eval,3260.7,86.35,1029.4,0.0
LLM-HRL,s777,79,eval,3349.5,84.9,1056.7,0.0
LLM-HRL,s777,80,eval,3290.5,88.51,1045.7,0.0
LLM-HRL,s777,81,eval,3171.7,82.9,966.4,0.0
LLM-HRL,s777,82,eval,3349.6,86.59,1220.1,0.0
LLM-HRL,s777,83,eval,3438.5,87.96,1243.3,0.0
LLM-HRL,s777,84,eval,3438.9,91.14,1037.4,0.0
LLM-HRL,s777,85,eval,3231.1,88.2,1084.7,0.0
LLM-HRL,s777,86,eval,3290.5,89.8,1086.6,0.0
LLM-HRL,s777,87,eval,3082.3,83.8,1109.2,0.0
LLM-HRL,s777,88,eval,3231.1,84.35,1026.3,0.0
LLM-HRL,s777,89,eval,3290.1,91.73,1220.1,0.0
LLM-HRL,s777,90,eval,3231.1,85.49,1002.7,0.0
LLM-HRL,s777,91,eval,2904.7,89.06,1120.9,0.0
LLM-HRL,s777,92,eval,3290.3,84.16,1144.2,0.0
LLM-HRL,s777,93,eval,3408.7,90.04,1188.2,0.0
LLM-HRL,s777,94,eval,3260.7,89.45,1102.7,0.0
LLM-HRL,s777,95,eval,3379.5,88.71,1027.8,0.0
LLM-HRL,s777,96,eval,3349.6,86.94,1086.0,0.0
LLM-HRL,s777,97,eval,3349.4,88.78,1139.4,0.0
LLM-HRL,s777,98,eval,3379.5,90.2,1047.8,0.0
LLM-HRL,s777,99,eval,3319.9,86.59,1023.8,0.0
LLM-HRL,s777,100,eval,3260.8,84.78,1017.0,0.0
LLM-HRL,s2024,1,train,3320.1,85.37,1092.4,0.0
LLM-HRL,s2024,2,train,3587.0,84.16,1286.4,0.0141
LLM-HRL,s2024,3,train,3201.4,86.51,1024.1,0.0
LLM-HRL,s2024,4,train,4625.5,83.84,1222.0,0.0563
LLM-HRL,s2024,5,train,3557.5,82.55,1231.9,0.0
LLM-HRL,s2024,6,train,3527.7,88.12,1115.5,0.0
LLM-HRL,s2024,7,train,2875.1,85.06,1201.1,0.0
LLM-HRL,s2024,8,train,2904.5,88.86,1214.2,0.0
LLM-HRL,s2024,9,train,2993.4,89.29,1074.9,0.0282
LLM-HRL,s2024,10,train,3794.7,86.39,1241.5,0.0282
LLM-HRL,s2024,11,train,2845.3,85.49,1049.6,0.0141
LLM-HRL,s2024,12,train,3171.7,87.06,1099.6,0.0
LLM-HRL,s2024,13,train,3468.3,88.08,1138.2,0.0282
LLM-HRL,s2024,14,train,2726.5,89.92,1181.5,0.0141
LLM-HRL,s2024,15,train,3913.3,89.65,1208.0,0.0
LLM-HRL,s2024,16,train,2815.5,85.57,1095.6,0.0141
LLM-HRL,s2024,17,train,3646.4,84.51,1142.5,0.0282
LLM-HRL,s2024,18,train,5129.5,87.61,1195.0,0.0
LLM-HRL,s2024,19,train,4328.9,87.45,1108.8,0.0
LLM-HRL,s2024,20,train,4002.5,87.8,1169.6,0.0282
LLM-HRL,s2024,21,train,3616.7,85.61,1264.3,0.0141
LLM-HRL,s2024,22,train,4298.9,86.35,1216.4,0.0
LLM-HRL,s2024,23,train,3379.5,87.18,1194.3,0.0282
LLM-HRL,s2024,24,train,2815.7,88.04,1169.5,0.0141
LLM-HRL,s2024,25,train,4447.0,85.84,1214.9,0.0
LLM-HRL,s2024,26,train,3616.7,84.71,1096.2,0.0423
LLM-HRL,s2024,27,train,3913.3,88.2,978.3,0.0
LLM-HRL,s2024,28,train,2815.7,86.47,1155.3,0.0141
LLM-HRL,s2024,29,train,3379.1,90.43,1030.2,0.0423
LLM-HRL,s2024,30,train,3200.9,85.88,1033.4,0.0
LLM-HRL,s2024,31,train,4091.3,85.61,939.5,0.0
LLM-HRL,s2024,32,train,3883.8,86.98,1076.4,0.0423
LLM-HRL,s2024,33,train,3409.1,90.27,1249.4,0.0282
LLM-HRL,s2024,34,train,2993.4,87.45,1075.4,0.0
LLM-HRL,s2024,35,train,2874.9,90.67,1062.6,0.0141
LLM-HRL,s2024,36,train,3468.1,85.69,1291.9,0.0282
LLM-HRL,s2024,37,train,3052.6,88.75,1123.5,0.0
LLM-HRL,s2024,38,train,4358.4,87.96,1254.3,0.0
LLM-HRL,s2024,39,train,3765.0,89.18,1125.2,0.0
LLM-HRL,s2024,40,train,2934.2,88.86,1197.1,0.0141
LLM-HRL,s2024,41,train,2874.9,87.61,1094.6,0.0
LLM-HRL,s2024,42,train,2845.3,89.06,1121.9,0.0
LLM-HRL,s2024,43,train,2696.7,86.16,1099.2,0.0
LLM-HRL,s2024,44,train,2696.7,88.27,1115.7,0.0141
LLM-HRL,s2024,45,train,2963.9,87.88,1041.5,0.0
LLM-HRL,s2024,46,train,2963.9,87.22,1237.2,0.0141
LLM-HRL,s2024,47,train,2845.3,90.08,1177.5,0.0141
LLM-HRL,s2024,48,train,3052.9,87.76,992.0,0.0141
LLM-HRL,s2024,49,train,2696.7,85.14,1140.1,0.0141
LLM-HRL,s2024,50,train,3794.7,87.14,1206.6,0.0
LLM-HRL,s2024,51,train,2875.1,89.69,1274.5,0.0141
LLM-HRL,s2024,52,train,2696.7,89.76,1075.3,0.0141
LLM-HRL,s2024,53,train,2845.3,89.1,1172.8,0.0141
LLM-HRL,s2024,54,train,2696.7,85.8,1142.5,0.0141
LLM-HRL,s2024,55,train,2755.9,87.41,1112.3,0.0141
LLM-HRL,s2024,56,train,2815.7,89.69,1175.1,0.0
